,0,1,2,3,4,5,6,7,8,9
0,-57.10758125893149,-56.485595356561156,-56.79213904850683,-56.4932404061466,-57.07673510336034,-56.20926766921554,-57.12486588229397,-56.501877530286244,-56.8114261719996,-56.45954847109849
1,-49.793491582324705,-49.02381763783183,-49.44314852950136,-49.05669433022372,-49.69394112880278,-48.79102665457312,-49.82217841114194,-49.058755434877455,-49.4833585969752,-48.95799339038675
2,3.5123248904963003,5.344773158882075,5.084255241316785,5.197648917019626,4.071322186160433,6.15632810976049,3.4212744544783664,5.156078930863901,4.856762367761373,5.269792693522049
3,-182.4679544769007,-182.29644961847902,-182.3778161885624,-182.31716100360345,-182.45447851312892,-182.2432618890543,-182.4679544769007,-182.29644961847902,-182.3778161885624,-182.30951737237828
4,-10.483006399787072,-8.230103902361567,-8.659779324092032,-8.325452913182955,-9.499125734141707,-7.746870354319478,-10.59882035672646,-8.605819732951405,-9.105315044279187,-8.357287591331735
5,5.878022194960002,7.784513378214913,7.508417211716857,7.613099204686205,6.499245858101492,8.573688285966504,5.791881141981057,7.585772113959418,7.268361224625162,7.699298546536373
6,-16.186112434787727,-14.008927022674001,-14.460107128763125,-14.082705906963838,-15.249801324146787,-13.568979103006695,-16.28394856327991,-14.36670230430139,-14.885672078810835,-14.131977417129086
7,-59.661431871582636,-58.15031777125238,-58.443384696277484,-58.05630742808102,-58.830311395682,-57.587024970535616,-60.343691309002196,-58.98494088461768,-59.402651712685696,-58.91387213875184
8,1.1160206219360829,4.233545539603533,3.437832817682706,3.521927961709184,2.416601695509136,4.972084248599916,0.983770115050942,3.9565949973963206,3.1112407352857967,3.9192307063423777
9,-183.77907621373487,-183.87948381308178,-183.69966256270712,-183.8843662888751,-183.77443506371029,-183.8226030760043,-183.77907621373487,-183.87948381308178,-183.69966256270712,-183.87928152053237
10,-6.712998664987663,-4.6308498901651545,-4.909662036100542,-4.774289042086076,-6.02231968210408,-3.7690215408857055,-6.807692303835126,-4.866587074036335,-5.193532109105305,-4.710942857848785
11,-34.41992196041919,-32.6808812684143,-33.457133493239986,-32.70628871633192,-33.88432079583135,-32.44222066234624,-34.42338189489554,-32.81249865791711,-33.62230456893476,-32.618635755713264
