,0,1,2,3,4,5,6,7,8,9
0,36.175038283153995,34.80094515509419,36.1974122137373,34.76722332452893,36.20197446143752,34.79586025114398,36.17101875190399,34.79599671759419,36.192801276237304,34.761618016035335
1,56.795305301944296,56.640216436202984,57.05121851800346,56.544772602381684,56.83984438981854,56.990455282923904,56.66303472342546,56.66676444023775,56.96096625103613,56.72976500174344
2,23.035510319870795,22.915644959124716,23.049043419392202,22.865487870766355,23.08566740822916,22.879020970287762,23.035510319870795,22.915644959124716,23.049043419392202,22.889925447446707
3,30.83552028840627,30.623094992626577,30.810164164374342,30.583825653253065,30.873789528114813,30.55750501745915,30.834675982356448,30.62250673639882,30.810181780032703,30.561668272689957
4,26.54320782372382,26.355100400807135,26.482307971736223,26.360793104641992,26.53801121363897,26.298874502654392,26.539188292473824,26.35015196330714,26.477697034236222,26.34563998541795
5,25.198347755110404,25.122463532166922,25.190887544869568,25.096742570516277,25.22481428967772,25.088044860275446,25.194328223860403,25.11751509466692,25.186276607369567,25.103807519541935
6,18.36705210125693,17.998202248060153,18.848879813721428,17.85471887218128,18.487790194932266,18.35007960683633,18.35144163460588,17.988150062306907,18.84958840480469,17.972538025140913
7,15.127060098652036,15.046686679946031,15.547824158427478,14.838531973010259,15.31229965859687,15.26515581996967,15.114232043444552,15.035638566404291,15.54668538593223,14.971031055967474
8,6.932478418333034,6.697623666179762,6.981500516733434,6.609905848960003,7.006959495665109,6.68368052836087,6.923984757581604,6.686992950064873,6.9797689777396865,6.604469724423916
9,15.454330684097636,14.928400554412331,15.453064269168122,14.891391283428952,15.443514115469107,14.9731441639343,15.421370050536106,14.889299063209139,15.443654441914697,14.883883904659351
10,21.63579269259554,21.70297353046993,21.652495527415148,21.66416230007237,21.67275210725885,21.679212867514902,21.5989893561892,21.65916915869194,21.610743318711965,21.645974327442005
11,61.514071970408715,62.11720709417835,62.00728411645976,61.85747148419686,62.06390290520452,62.141192829096966,61.29517284989565,62.01920955066472,61.830082784474826,61.987675391677946
12,54.89198090323722,54.90001946197104,55.097060557354645,54.92257530818591,54.932014719023144,55.15376397386097,54.74642916415792,54.8567686200869,54.977902527707954,55.022595989818825
13,42.15187839743358,41.75816643140207,42.08079071023715,41.89702845305319,42.017440814007884,41.82212076422545,42.12982514284091,41.73539698593566,42.056991982110915,41.79936681353819
14,12.242999117017867,11.33910156088786,12.140173142356154,11.389157370204883,12.094376515540628,11.51971408301048,12.171596441311078,11.253335854497674,12.119896961492302,11.347252893508164
15,21.329743869889036,20.793353952987676,21.298184437075363,20.834083507874258,21.277535650155542,20.80466970638603,21.317991540718516,20.779088239502336,21.29467609829658,20.78396749952806
16,13.251067110062007,12.167126866071449,13.107945962691097,12.26465678712723,13.034650127197432,12.42314019632917,13.155966150657806,12.071535060890545,13.092051469393082,12.23023631272391
17,38.92040211114975,39.21023775966232,39.10807959205817,39.056667287964224,39.10825522204067,39.16288207724063,38.44786026264532,38.643505401279434,38.57200591169816,38.67864736845195
