0,1,2,3,4,5,6,7,8,9
36.17503828,34.80094516,36.19741221,34.76722332,36.20197446,34.79586025,36.17101875,34.79599672,36.19280128,34.76161802
56.7953053,56.64021644,57.05121852,56.5447726,56.83984439,56.99045528,56.66303472,56.66676444,56.96096625,56.729765
23.03551032,22.91564496,23.04904342,22.86548787,23.08566741,22.87902097,23.03551032,22.91564496,23.04904342,22.88992545
30.83552029,30.62309499,30.81016416,30.58382565,30.87378953,30.55750502,30.83467598,30.62250674,30.81018178,30.56166827
26.54320782,26.3551004,26.48230797,26.3607931,26.53801121,26.2988745,26.53918829,26.35015196,26.47769703,26.34563999
25.19834776,25.12246353,25.19088754,25.09674257,25.22481429,25.08804486,25.19432822,25.11751509,25.18627661,25.10380752
18.3670521,17.99820225,18.84887981,17.85471887,18.48779019,18.35007961,18.35144163,17.98815006,18.8495884,17.97253803
15.1270601,15.04668668,15.54782416,14.83853197,15.31229966,15.26515582,15.11423204,15.03563857,15.54668539,14.97103106
6.932478418,6.697623666,6.981500517,6.609905849,7.006959496,6.683680528,6.923984758,6.68699295,6.979768978,6.604469724
15.45433068,14.92840055,15.45306427,14.89139128,15.44351412,14.97314416,15.42137005,14.88929906,15.44365444,14.8838839
21.63579269,21.70297353,21.65249553,21.6641623,21.67275211,21.67921287,21.59898936,21.65916916,21.61074332,21.64597433
61.51407197,62.11720709,62.00728412,61.85747148,62.06390291,62.14119283,61.29517285,62.01920955,61.83008278,61.98767539
54.8919809,54.90001946,55.09706056,54.92257531,54.93201472,55.15376397,54.74642916,54.85676862,54.97790253,55.02259599
42.1518784,41.75816643,42.08079071,41.89702845,42.01744081,41.82212076,42.12982514,41.73539699,42.05699198,41.79936681
12.24299912,11.33910156,12.14017314,11.38915737,12.09437652,11.51971408,12.17159644,11.25333585,12.11989696,11.34725289
21.32974387,20.79335395,21.29818444,20.83408351,21.27753565,20.80466971,21.31799154,20.77908824,21.2946761,20.7839675
13.25106711,12.16712687,13.10794596,12.26465679,13.03465013,12.4231402,13.15596615,12.07153506,13.09205147,12.23023631
38.92040211,39.21023776,39.10807959,39.05666729,39.10825522,39.16288208,38.44786026,38.6435054,38.57200591,38.67864737
43.01534625,42.39450348,42.8964242,42.64092051,42.75684212,42.53022329,42.99840173,42.37364311,42.87698658,42.47473162
12.60729679,12.16965644,12.71247816,12.06938094,12.66134018,12.26595414,12.56332453,12.12770266,12.706602,12.12742091
55.80087616,55.61998604,55.94484084,55.67230284,55.7426234,55.88913862,55.69762837,55.59247643,55.86115983,55.712075
15.58846612,14.62291203,15.7981686,14.61982552,15.49163554,15.05286944,15.5149793,14.53953589,15.78012605,14.72404238
13.48599594,12.31188006,13.38254376,12.34789133,13.32814432,12.54819533,13.38989452,12.18672679,13.34872386,12.36562902
25.60459245,25.01250269,26.74546251,24.84708417,25.74574925,26.0226084,25.58841157,24.99875338,26.74476534,25.1918454
8.47795671,8.003440462,8.480229949,7.962908345,8.487458977,8.041683272,8.454425145,7.974002877,8.473222959,7.949168759
40.09677827,39.62130593,40.04822936,39.67748831,40.03818874,39.63183226,40.08554229,39.61001282,40.03612716,39.60774719
49.00506832,48.16645798,48.78921573,48.62499682,48.5451083,48.40821719,48.98700912,48.14422532,48.76849942,48.37508104
14.21431042,13.08253318,14.10759818,13.1402891,14.04083512,13.32111633,14.12431902,12.97415309,14.08275342,13.14716071
43.26700081,42.8295494,43.22762656,42.99649443,43.09781326,42.9579691,43.23269638,42.79168031,43.1900819,42.88704179
55.19866458,55.05346849,55.39609289,55.04151929,55.23983911,55.2916012,55.01282012,54.95986823,55.23192325,55.04262509
56.28738061,56.39206002,56.82004491,56.27199622,56.52841925,56.76542241,55.83565917,56.02929348,56.37853247,56.09665636
34.65883534,34.47553312,34.55323545,34.59268507,34.5414478,34.47403117,34.65751836,34.4739284,34.55260621,34.49499149
59.14951269,59.68191233,59.58378193,59.49719124,59.56208816,59.73461534,58.88775518,59.48454399,59.34824797,59.42567315
58.25203961,58.25693803,58.56571504,58.16520727,58.43384619,58.52742758,58.03215591,58.20216789,58.39235327,58.29413818
12.88895813,11.90253251,12.76310499,11.90730596,12.78029606,12.05964555,12.80874789,11.79891017,12.73654745,11.89995754
20.6671307,20.99425166,20.7379915,21.00873576,20.63319562,21.03518927,20.64555965,20.9699074,20.73276003,20.974553
11.82361463,11.04483045,11.73573336,11.06331965,11.71000977,11.20255068,11.75853703,10.96888383,11.71880082,11.02568165
12.70829817,11.64046439,12.56917666,11.70001112,12.54258931,11.85182698,12.62031002,11.5343565,12.54487256,11.67774246
13.83915478,12.73152222,13.69643922,12.7983077,13.6480136,12.96530231,13.74570875,12.62467561,13.6747246,12.78970765
14.28523925,13.93897846,14.46089734,13.79175435,14.38731586,14.06605698,14.24620758,13.89283948,14.45080021,13.85746389
13.47546472,12.3169933,13.32751146,12.36370399,13.31013027,12.51441093,13.38531477,12.19477151,13.29414797,12.33799229
49.91616828,49.53822371,49.90200438,49.75906534,49.70281724,49.73916306,49.8693915,49.49322987,49.8543155,49.60159637
13.72834135,12.65622745,13.62707129,12.72325203,13.54870159,12.90739306,13.63652776,12.5537632,13.60581045,12.72379143
26.7784206,26.68697714,27.34864687,26.53042696,26.92548129,27.06886078,26.75132733,26.66083944,27.33179731,26.62146774
34.16404161,34.51145139,34.53786953,34.20096854,34.48695289,34.53912735,34.00208495,34.31741823,34.35593268,34.23537588
40.66663141,40.24022395,40.98172065,40.28029456,40.6353092,40.56610373,40.5609745,40.11737634,40.86702832,40.19267609
60.79675357,61.31936778,61.22272936,61.09467818,61.27331707,61.35709639,60.57264346,61.22330464,61.04214811,61.19234453
59.227166,59.71857298,59.65137293,59.5378038,59.64772529,59.75181377,58.97212118,59.52514332,59.42093674,59.47256215
61.52214519,62.19187249,62.04876903,61.8996872,62.12160447,62.18792692,61.28478808,62.06600937,61.85208149,62.01365012
57.95096015,57.97653301,58.28059318,57.88421713,58.15133822,58.24691356,57.7336262,57.92891827,58.11170697,58.01483439
12.97866295,11.94424923,12.88378605,11.99254303,12.82704101,12.165,12.8913183,11.84400248,12.86130584,11.97983326
8.618161334,8.164297166,8.643531609,8.113275354,8.640497616,8.193847035,8.595348519,8.135316033,8.636535707,8.102370962
59.67508401,60.17732909,60.17214179,59.9682406,60.16749291,60.2453303,59.20588393,59.82812637,59.75737907,59.76044777
38.13325621,37.59883816,37.88193098,38.02249323,37.71023804,37.76305502,38.13325621,37.59883816,37.88193098,37.77407266
12.60832021,11.54542698,12.46834844,11.60680882,12.43868557,11.7602348,12.51677721,11.43820511,12.44342815,11.57704672
27.34933176,27.08356586,27.61064582,27.04053434,27.37942514,27.31038111,27.33997127,27.07305631,27.60865574,27.00237308
55.60096342,55.70905437,55.85468559,55.70904015,55.71328531,55.85147726,55.18014996,55.28191565,55.41657229,55.35229957
13.31568393,12.11027724,13.19869927,12.14013337,13.16085046,12.32409159,13.21742195,11.98305803,13.16320574,12.12230418
58.40574663,58.46758513,58.60101892,58.45971436,58.54360947,58.50242827,58.12565393,58.16312686,58.30492168,58.20305664
47.34501909,46.98437947,47.20340641,47.22870509,47.10190883,47.08335627,47.3418819,46.98051728,47.19980763,47.09220261
13.22971151,11.99418172,13.11481757,12.01915669,13.0826831,12.20669479,13.13200059,11.86723471,13.07926317,12.00896425
22.29827686,22.38345501,23.39276062,22.10204786,22.56340694,23.17357895,22.26819431,22.35475128,23.37577706,22.24905511
48.19789319,47.53314245,47.98539469,47.93010749,47.80236338,47.71130567,48.17160609,47.50078046,47.95523989,47.69121354
52.45673676,52.51636358,52.5778467,52.56082944,52.48881977,52.57820631,51.98638536,51.98366625,52.05658072,52.11665554
44.56879021,43.18202286,43.98152791,44.36145991,43.39130648,43.75279732,44.5536879,43.16343043,43.96420355,43.74246081
15.81041867,15.07600337,15.84334458,15.07329373,15.73005358,15.20659983,15.74082097,14.99201769,15.81931774,15.04565921
52.33595643,52.14660377,52.47459246,52.10812114,52.30648707,52.35914781,52.27755133,52.13736582,52.42836834,52.16835436
35.04775743,34.38617624,35.1182101,34.27938454,35.14379761,34.36293595,35.04266655,34.38729035,35.11691282,34.38514068
13.21765361,12.21859086,13.07072093,12.29784125,13.00168947,12.4369999,13.13246609,12.13626801,13.05835995,12.27162553
31.7022767,30.96285206,31.70695355,30.95096226,31.70892364,30.96088196,31.7022767,30.96285206,31.70695355,30.951411
16.64237403,16.62902201,17.0410988,16.30861965,16.9502009,16.70856775,16.63467064,16.62226081,17.04022087,16.51331146
29.27490472,29.17554039,29.21407192,29.18013972,29.2698214,29.12066679,29.27464595,29.17531188,29.2141057,29.16988909
43.90353934,43.26139585,43.82552947,43.43707975,43.7252145,43.36157668,43.89620109,43.25490122,43.81789848,43.32941681
56.29559104,56.25342018,56.48703622,56.21249378,56.33873881,56.47745105,56.21006079,56.25710687,56.42526488,56.33319591
16.6154881,16.28820504,17.07845516,16.10041706,16.77745397,16.57188871,16.59891131,16.27814212,17.07971548,16.2296908
41.59955931,41.1909656,41.65688587,41.14762592,41.62100407,41.22699593,41.59009456,41.18309506,41.64816479,41.1841861
17.67954033,17.25034658,18.114985,17.11260184,17.78698303,17.55895801,17.66138202,17.23671118,18.11481806,17.23441912
50.94341271,52.33897294,51.05402402,52.2990945,50.91382206,52.51453273,50.89631556,52.33001414,51.01582082,52.33693779
37.38906327,37.43335979,37.32303941,37.47422985,37.35356948,37.39573528,37.29350277,37.32238067,37.21563712,37.34825318
26.8162484,26.3731869,26.89336432,26.29274607,26.86914284,26.40401756,26.80344722,26.35793376,26.88725326,26.32057962
56.61811497,56.50658175,56.84538824,56.46936714,56.62462846,56.81214038,56.50324394,56.4893443,56.75651266,56.59534565
58.90894366,59.10171977,59.242553,59.01022962,59.13910787,59.30777765,58.75385648,59.07501576,59.1255054,59.18347384
51.20831885,51.10536194,51.36825492,51.07474083,51.2011075,51.30103217,50.98106658,50.89656402,51.13155905,50.94047214
19.92506377,19.44845084,20.1163363,19.39187184,19.95554303,19.60191774,19.90612407,19.41974037,20.10760661,19.40688295
17.08616419,16.5417354,17.48712979,16.43445038,17.15256047,16.86231871,17.06225067,16.5211219,17.48528928,16.54728829
57.43754079,57.3935581,57.68194052,57.37390846,57.4875238,57.68301807,57.29770703,57.3646341,57.5724352,57.51634897
20.89365535,20.56130952,20.96745743,20.45454132,20.97687781,20.55784125,20.88235031,20.54627524,20.963121,20.46498626
38.02053343,38.18639737,38.08038437,38.14070807,38.07891308,38.15302322,37.6538893,37.74949563,37.66427981,37.78456397
56.95194719,57.08956866,57.40651108,56.97814407,57.16331073,57.45572605,56.78848343,57.07802714,57.28757595,57.12228296
13.36705346,12.28450484,13.2146214,12.38165242,13.15882429,12.53103541,13.27302377,12.19203582,13.20029404,12.34783243
27.46432272,27.19500683,27.41658345,27.10963321,27.54869234,27.06131173,27.46347841,27.19441857,27.41660106,27.07676637
12.32428609,11.40835702,12.22546391,11.4465644,12.18944116,11.58606961,12.2511963,11.3195998,12.20435237,11.41479047
23.52746737,24.20853663,24.11703774,23.42389232,24.29881085,24.02231134,23.5113842,24.1982024,24.10983129,24.09720329
16.59760217,16.01668505,16.93592817,15.90981345,16.65893253,16.27848107,16.57499682,15.99420734,16.93304077,16.02250634
13.08289816,12.0397238,12.92779758,12.12155995,12.86910942,12.27789707,12.98607134,11.94576101,12.9135119,12.09647767
50.59414352,50.63998445,50.66685243,50.72575813,50.54839314,50.76452441,50.37738451,50.42497568,50.44159235,50.51248155
16.15183013,15.41813482,16.33351529,15.36193869,16.13696369,15.62016782,16.11676126,15.38407701,16.32869665,15.45055235
39.13063027,38.81675529,39.3964004,38.76473588,39.17602998,39.0327177,39.12049557,38.8063826,39.3887753,38.79184483
54.44414605,54.26972635,54.5713231,54.31792113,54.37111317,54.52836973,54.34776548,54.2366711,54.48938596,54.33197982
15.16699871,14.43061063,15.18327979,14.41533934,15.08701461,14.56267727,15.1223252,14.3872818,15.17700395,14.4499262
55.08089421,55.11622787,55.29336869,55.11983605,55.12826966,55.36998015,54.94449765,55.08356943,55.18530343,55.2224494
13.08570849,12.03569255,12.93007863,12.13309915,12.86233659,12.28470321,12.98907208,11.94167431,12.91592053,12.09590882
12.90357514,11.86134307,12.74208912,11.94729281,12.68067662,12.08710523,12.8114223,11.76985453,12.72734143,11.9181473
14.01462142,13.0393278,13.92325325,13.09172886,13.84070884,13.26268462,13.93232874,12.94834285,13.90544269,13.09272027
15.0616818,14.85368924,15.44841909,14.68231353,15.20809141,15.0760366,15.04804714,14.84210663,15.44731357,14.79764285
43.3375856,43.64887057,43.49982742,43.58290494,43.43601783,43.66657661,42.86530077,43.08586109,42.96472118,43.14358315
30.03976978,30.03815533,29.9822969,29.92486247,30.15375102,29.85862096,30.03976978,30.03815533,29.9822969,29.88836934
13.66580774,12.55433882,13.50082437,12.62027212,13.4685687,12.77979593,13.56725432,12.4437035,13.47907971,12.60444569
14.76573669,14.45528613,14.94207487,14.35071122,14.82554822,14.55740645,14.72159207,14.41706566,14.93897545,14.41307828
13.19581138,12.11824195,13.03291693,12.19768459,12.98808583,12.3595238,13.09205139,12.01584072,13.01718177,12.1758782
54.30900443,54.17543834,54.46194973,54.19230824,54.28260206,54.40212996,54.20377956,54.12095146,54.3668742,54.19800778
7.02743893,6.786256151,7.070062517,6.702116504,7.098078114,6.774358282,7.019430534,6.774234539,7.067740831,6.699566662
13.33375687,12.2474552,13.18181912,12.30637485,13.15252963,12.4740543,13.23969373,12.14071123,13.16052352,12.29629939
42.89803218,42.15054619,42.6510984,42.61963489,42.43044391,42.36602282,42.88606706,42.13581596,42.63737282,42.34735049
57.01140974,57.23415817,57.25802672,57.18094573,57.16760202,57.4147208,56.90654145,57.23944477,57.18415569,57.33839782
52.34535554,52.20223473,52.53152232,52.25949261,52.28438827,52.52420931,52.23947001,52.18087257,52.44804342,52.32834371
58.14800534,58.55309085,58.52424333,58.39665389,58.48518161,58.6731062,58.01503976,58.52745053,58.42392906,58.57749077
37.69066728,37.13359408,38.0640202,36.99793144,37.82115219,37.38138521,37.68572473,37.13056239,38.06451881,37.11969627
60.07665385,60.54825444,60.50451265,60.33302617,60.53351723,60.62260024,59.8839988,60.49522755,60.35545259,60.50790662
7.988359908,7.748707349,8.029305302,7.661550554,8.056505175,7.749468466,7.972335652,7.729286507,8.025753888,7.657576804
59.82068028,60.21864008,60.16338651,60.09018388,60.12596284,60.33125037,59.67116542,60.1713935,60.04649551,60.224763
13.61261652,12.68795828,13.55044228,12.73846843,13.44502549,12.92024446,13.53175951,12.61289456,13.54023004,12.74142912
59.78843039,60.28204099,60.19142692,60.10213581,60.18898393,60.353424,59.6212375,60.21480426,60.0574355,60.22821551
7.018053088,6.791886331,7.065379451,6.707207414,7.089539123,6.782511861,7.008536341,6.780389902,7.063612308,6.705231368
51.73184431,51.94966633,51.85459397,51.95987288,51.7743995,52.04713544,51.56771946,51.8045258,51.68986147,51.86232386
33.97273931,33.69190024,33.94627191,33.61293405,34.0520605,33.58194462,33.97273931,33.69190024,33.94627191,33.59399812
13.14429852,12.09096202,12.98263166,12.17717123,12.92705549,12.33555167,13.04170167,11.99327634,12.96873834,12.15015605
13.16320421,12.03571214,13.01385916,12.07601613,13.00405838,12.2337293,13.07523328,11.91564221,12.98181882,12.05596701
50.87300114,51.20436337,50.97588391,51.22004558,50.91197312,51.27847364,50.6442894,50.98173501,50.73891055,51.0507697
56.0504943,56.12828214,56.23680798,56.13502399,56.12080613,56.33137374,55.93950562,56.12035682,56.15453326,56.25643437
55.00152295,54.83317884,55.18478818,54.82733186,54.97834344,55.10206896,54.82121233,54.71600165,55.01331751,54.84009292
8.914709877,8.376111686,8.913033735,8.338802116,8.914712722,8.426388894,8.886003321,8.3403749,8.904374373,8.330182513
61.3882797,62.05364388,61.91579354,61.77362727,61.98341311,62.0551701,61.16392313,61.93991052,61.73108205,61.89125973
13.23332318,12.11655918,13.09112139,12.15698411,13.0790757,12.31133698,13.15128586,11.99939896,13.05952892,12.1435703
11.99611234,11.31235377,11.89257115,11.3049524,11.9139573,11.42389087,11.93444066,11.23428538,11.8732072,11.28251416
13.34342439,12.25645445,13.20605245,12.29983757,13.17708276,12.47950692,13.25007805,12.14441227,13.18127102,12.29945141
13.6970011,12.60516305,13.54297785,12.69003571,13.49098802,12.8514053,13.59745879,12.50720965,13.52749465,12.66721655
11.8594681,11.51581859,11.91360154,11.43792739,11.89646567,11.58973341,11.82429922,11.47641936,11.90589423,11.44679614
13.17134421,12.06474477,13.0262118,12.10450421,13.01766235,12.26011603,13.08858407,11.94886476,12.99583231,12.09375345
57.65802149,57.6874273,57.90319636,57.64916894,57.76915896,57.92841802,57.51367648,57.66978534,57.79435388,57.80205021
18.33155779,17.65875932,18.87366753,17.52694909,18.41612536,18.14125132,18.29839934,17.63157574,18.87178004,17.78338897
61.39375664,62.04097974,61.90140671,61.76803255,61.9713794,62.04305981,61.17203013,61.93182539,61.71961371,61.88598542
