0,1,2,3,4,5,6,7,8,9
-57.10758126,-56.48559536,-56.79213905,-56.49324041,-57.0767351,-56.20926767,-57.12486588,-56.50187753,-56.81142617,-56.45954847
-49.79349158,-49.02381764,-49.44314853,-49.05669433,-49.69394113,-48.79102665,-49.82217841,-49.05875543,-49.4833586,-48.95799339
3.51232489,5.344773159,5.084255241,5.197648917,4.071322186,6.15632811,3.421274454,5.156078931,4.856762368,5.269792694
-182.4679545,-182.2964496,-182.3778162,-182.317161,-182.4544785,-182.2432619,-182.4679545,-182.2964496,-182.3778162,-182.3095174
-10.4830064,-8.230103902,-8.659779324,-8.325452913,-9.499125734,-7.746870354,-10.59882036,-8.605819733,-9.105315044,-8.357287591
5.878022195,7.784513378,7.508417212,7.613099205,6.499245858,8.573688286,5.791881142,7.585772114,7.268361225,7.699298547
-16.18611243,-14.00892702,-14.46010713,-14.08270591,-15.24980132,-13.5689791,-16.28394856,-14.3667023,-14.88567208,-14.13197742
-59.66143187,-58.15031777,-58.4433847,-58.05630743,-58.8303114,-57.58702497,-60.34369131,-58.98494088,-59.40265171,-58.91387214
1.116020622,4.23354554,3.437832818,3.521927962,2.416601696,4.972084249,0.983770115,3.956594997,3.111240735,3.919230706
-183.7790762,-183.8794838,-183.6996626,-183.8843663,-183.7744351,-183.8226031,-183.7790762,-183.8794838,-183.6996626,-183.8792815
-6.712998665,-4.63084989,-4.909662036,-4.774289042,-6.022319682,-3.769021541,-6.807692304,-4.866587074,-5.193532109,-4.710942858
-34.41992196,-32.68088127,-33.45713349,-32.70628872,-33.8843208,-32.44222066,-34.42338189,-32.81249866,-33.62230457,-32.61863576
-10.86037536,-8.12503707,-8.734811694,-8.536956692,-9.629313096,-7.630278642,-11.03850898,-8.461001184,-9.142716991,-8.30818134
37.9601913,40.05153293,39.38561368,39.81208701,38.93401716,40.1717241,37.79840049,39.64750413,38.92758681,39.74489314
-137.4173789,-135.8945903,-136.7628683,-136.0777486,-137.1861237,-135.704962,-137.4851954,-135.9645503,-136.8432274,-135.7963038
171.0971046,171.1221587,171.1036824,171.1167886,171.1051933,171.1217757,171.0971046,171.1221587,171.1036824,171.1244711
-23.64718464,-20.61431192,-21.60836712,-20.5475785,-22.19291753,-20.61793878,-23.79470757,-21.39042797,-22.48314609,-21.01376979
-7.993381136,-5.362765152,-5.935474508,-5.714757693,-6.885038837,-4.799399252,-8.198303796,-5.758953364,-6.403415734,-5.669681421
-25.55913021,-23.40330713,-23.70902744,-23.47346625,-24.74824385,-22.61633273,-25.92090358,-23.90471877,-24.30217962,-23.70160502
-26.8785907,-24.60477506,-24.61313404,-24.57859451,-26.27070041,-23.15421064,-28.27846692,-26.16778685,-26.26385563,-25.94056005
-13.32082257,-10.70288762,-11.25758339,-11.0315085,-12.13017277,-10.21285141,-13.49773605,-11.07092792,-11.70186807,-10.8671568
-22.71958787,-19.5112998,-20.61730891,-19.46095868,-21.19656957,-19.5385691,-22.86080157,-20.31398761,-21.51848564,-19.94808632
-19.20908052,-16.25672352,-17.32254159,-16.16005752,-17.8180148,-16.2095743,-19.50657449,-17.13450349,-18.30407563,-16.80105946
-21.22581346,-18.02762406,-19.1265725,-17.97546039,-19.69138706,-18.07669499,-21.35189797,-18.82460528,-20.02085106,-18.45588301
-188.2033444,-188.5788666,-188.1548975,-188.5818655,-188.2103093,-188.5557816,-188.2033444,-188.5788666,-188.1548975,-188.5903413
-164.6269344,-164.2533677,-164.423467,-164.3246146,-164.5662787,-164.2033192,-164.6269344,-164.2533677,-164.423467,-164.2559243
-145.4313597,-143.9944801,-144.8629991,-144.1379492,-145.3266243,-143.9967222,-145.4313597,-143.9944801,-144.8629991,-143.9872071
-23.50492192,-20.32160275,-21.40195813,-20.26952985,-21.9692124,-20.34550114,-23.65036417,-21.13356233,-22.31402501,-20.76556
55.59377537,57.64071923,56.99446607,57.31172579,56.49664143,57.88458499,55.4063532,57.29479411,56.6060972,57.29070912
-8.864178264,-5.935825935,-6.588303156,-6.378226196,-7.521378026,-5.522028975,-9.118079619,-6.385359024,-7.122709038,-6.317658904
-21.78244258,-18.86505596,-19.64070059,-18.93479043,-20.38746719,-18.63975471,-22.22235083,-19.71088346,-20.61815496,-19.42484155
97.47729552,98.79363159,98.25825288,98.51877519,98.05783229,98.87021466,97.39088279,98.61496504,98.06097727,98.5957333
-22.8660869,-19.82311043,-20.80883678,-19.90622581,-21.43323306,-19.64788605,-23.15724011,-20.61725624,-21.68418212,-20.30937844
-7.899039561,-5.001490367,-5.672215674,-5.449565941,-6.526335069,-4.652810082,-8.096574328,-5.428216101,-6.185830195,-5.30738569
-133.304066,-131.6596929,-132.6601784,-132.1183652,-132.7919792,-131.8107395,-133.3683937,-131.7296657,-132.7398125,-131.6676212
-110.6389006,-108.3916417,-110.188564,-108.4570345,-110.2939754,-108.2359585,-110.7387566,-108.5154542,-110.3329461,-108.3816903
-114.7526244,-113.5198765,-114.3044532,-113.1244913,-114.8070067,-112.8948946,-115.0681025,-113.8521739,-114.6840335,-113.4728777
-23.99743678,-20.90239239,-21.91986797,-20.84013047,-22.48563334,-20.92396167,-24.15841114,-21.71835066,-22.84053765,-21.35107854
-24.76341248,-21.7402985,-22.74422501,-21.68851204,-23.30960898,-21.75782257,-24.89484208,-22.49410512,-23.59472797,-22.10632288
92.0156218,93.7456277,93.10451099,93.27470985,92.60701874,94.18392158,91.9408315,93.64479295,92.99527892,93.3847945
-23.50492192,-20.32160275,-21.40195813,-20.26952985,-21.9692124,-20.34550114,-23.65036417,-21.13356233,-22.31402501,-20.76556
-12.22529632,-9.099915948,-10.23309715,-9.249648292,-10.76099973,-8.926715875,-12.50196592,-9.826580908,-11.03988793,-9.605942215
-22.92833239,-19.74646387,-20.82287262,-19.69794774,-21.40348908,-19.77237736,-23.06954608,-20.54915168,-21.72404936,-20.18450292
-17.03359526,-14.08639597,-14.87154638,-14.33902472,-15.59014327,-13.86439395,-17.48990147,-14.92549111,-15.8183794,-14.72393565
-5.895843073,-2.419017252,-3.26602801,-3.353635194,-4.0999872,-2.022967521,-6.14128413,-2.822302088,-3.750682316,-3.006477288
-20.5974718,-17.27886023,-18.47593323,-17.332216,-19.07045147,-17.20149986,-20.83128038,-18.08225383,-19.37171241,-17.72792842
-45.64483445,-44.33386584,-45.20756776,-44.29517128,-45.44154434,-44.17547607,-45.65455711,-44.4139395,-45.30263288,-44.28899403
-20.93704573,-17.81006818,-18.86878712,-17.91931044,-19.48050331,-17.66140376,-21.13547462,-18.51814036,-19.65457921,-18.21749476
-17.81608166,-14.94004587,-15.61290344,-15.08221727,-16.36097231,-14.5815664,-18.00517064,-15.45123706,-16.2027994,-15.12135318
-14.97445444,-12.12887865,-12.81556576,-12.4276086,-13.5949989,-11.79605752,-15.27649895,-12.65585419,-13.46538325,-12.49883274
-76.32321179,-74.97777933,-75.56167032,-74.82398469,-75.80617462,-74.74216488,-76.76079987,-75.57255268,-76.23475795,-75.42651318
-189.1255512,-189.5112695,-189.0810131,-189.508653,-189.1340399,-189.4772945,-189.1255512,-189.5112695,-189.0810131,-189.5192879
-22.09629781,-19.094232,-19.95200068,-19.16536649,-20.7469726,-18.73525941,-22.62106861,-19.96592031,-20.94398989,-19.67176266
-108.9090263,-107.1051851,-108.3576694,-107.3392426,-108.4796255,-107.0675183,-109.1211902,-107.3537942,-108.6374893,-107.3779827
-27.21877037,-24.32690881,-25.22320882,-24.10648115,-25.6477782,-24.23704453,-27.69974675,-25.45421211,-26.49994676,-25.12466674
-144.752558,-143.920226,-144.4338779,-144.0515632,-144.6442653,-143.8863128,-144.7523342,-143.9197428,-144.4338412,-143.910693
-18.71452627,-15.66610968,-16.60926145,-15.78603642,-17.31048393,-15.38617541,-19.16161359,-16.51832345,-17.54925705,-16.23217513
-24.19081111,-21.40380577,-22.32716303,-21.09103841,-22.63990368,-21.0924149,-25.09843997,-22.86827671,-23.97617668,-22.5662548
-15.23966562,-12.05396992,-13.21768564,-12.15082325,-13.78024922,-11.81601098,-15.5603458,-12.81618631,-14.06325355,-12.56694047
-118.5001535,-116.6604993,-117.9511898,-116.6200261,-118.3934538,-116.48829,-118.5056946,-116.666257,-117.9577416,-116.4812089
19.36875548,21.11147209,20.82568397,22.17262667,21.19186149,22.14789168,16.6752388,17.99101906,17.28548858,18.1199592
-20.32836342,-17.56084092,-18.44476366,-17.69400538,-19.15002951,-17.27769492,-20.75425591,-18.30097522,-19.2804966,-18.08500267
-144.4113838,-142.9978527,-143.92233,-143.094494,-144.3123246,-142.9647829,-144.4113838,-142.9978527,-143.92233,-142.9592256
